,Protein,theta,sigma2,alpha,beta,pvalue,Expression_divergence
11049,XP_021468238.2,6.865846845,0.005064588,1.462139482,99,0.492081677,0.307962806
11050,XP_021468239.1,9.727058367,0.147768078,0.681869917,3.089896274,0.092580696,1.033479559
11051,XP_021468241.1,8.016294539,0.025924937,0.839631868,11.64048305,0.718545433,0.143545767
11052,XP_021468247.1,9.067185601,0.001168275,0.354149371,99,0.303616862,0.517674113
11053,XP_021468250.1,8.432977544,0.002820556,1.130023356,99,0.408434198,0.388877902
11054,XP_021468252.1,6.034067298,0.068362298,0.737286483,6.74361186,0.405824046,0.391662224
11055,XP_021468253.1,7.007375868,0.004157574,1.526428227,99,0.563590223,0.24903655
11056,XP_021468255.1,6.138550895,0.003033426,1.171098903,99,0.412931803,0.384121668
11057,XP_021468260.1,7.972948602,0.001057634,1.27133596,99,0.433398498,0.363112598
11058,XP_021468261.1,6.97673941,0.002676323,0.729179674,99,0.337186533,0.472129779
11059,XP_021468263.1,6.709860494,0.082030209,0.693251048,3.967510265,0.162866743,0.788167589
11060,XP_021468268.1,6.512598662,0.006064819,1.3512691,99,0.453084737,0.343820568
11061,XP_021468275.1,7.91500472,0.008588547,0.886303733,16.2478457,0.874026526,0.058475387
11062,XP_021468285.1,11.06644937,0.133986562,0.694385125,3.935771517,0.162127686,0.790142816
11063,XP_021468290.1,8.96670077,0.035243394,1.067708093,26.21299909,0.942160822,0.025874959
11064,XP_021468291.1,9.039337688,0.003756417,1.73497064,99,0.635289554,0.197028286
11065,XP_021468292.2,9.890879532,0.019089187,0.748376867,7.48468141,0.462313062,0.335063836
11066,XP_021468293.1,7.982393704,0.008908482,1.320107628,99,0.443706894,0.352903823
11067,XP_021468302.2,7.676125364,0.116061697,0.91821529,18.1569746,0.923363675,0.034627215
11068,XP_021468303.2,7.041635544,0.007836865,0.985464951,22.82628864,0.987221994,0.005585178
11069,XP_021468305.2,7.759763705,0.002075801,0.832420371,99,0.347515776,0.459025475
11070,XP_021468306.1,9.561597409,0.031315291,0.738713296,6.172508704,0.370489135,0.431224524
11071,XP_021468309.1,8.26724446,0.000824978,0.54174707,99,0.320937756,0.493579188
11072,XP_021468315.2,7.4421354,0.004567462,1.012619881,99,0.374271544,0.426813191
11073,XP_021468322.1,6.810266299,0.005803236,1.245003975,99,0.426457246,0.370124502
11074,XP_021468323.1,8.033420505,0.003063153,1.142194452,99,0.414749403,0.38221423
11075,XP_021468329.1,6.153560727,0.004027992,1.697739545,99,0.609082988,0.21532353
11076,XP_021468332.1,7.310107529,0.003079115,0.988077344,99,0.380978091,0.419099999
11077,XP_021468337.2,8.302562409,0.01194398,0.968525807,20.29408392,0.969404088,0.013495153
11078,XP_021468341.1,8.375077884,0.050387695,0.777982077,8.772258394,0.557775047,0.253540919
11079,XP_021468342.1,7.848858061,0.056894881,0.68125342,3.329322934,0.106053096,0.974476649
11080,XP_021468343.1,6.915772004,0.002855474,0.718209295,99,0.33831936,0.470673149
11081,XP_021468345.1,6.90849162,0.063219396,0.729606929,6.326281239,0.370700726,0.430976563
11082,XP_021468347.1,6.080656281,0.00990701,1.11983905,33.12739028,0.871441172,0.059761925
11083,XP_021468354.1,8.145215632,0.006344962,1.706143735,99,0.638023379,0.195163407
11084,XP_021468360.1,7.859781165,0.001883571,1.178832094,99,0.413951257,0.383050794
11085,XP_021468366.1,8.079084465,0.046642519,0.949341981,18.28715573,0.929059225,0.0319566
11086,XP_021468372.2,7.555995998,0.010592498,0.849533584,12.50690179,0.753393711,0.122978009
11087,XP_021468374.2,6.216844063,0.037150482,0.792255233,9.241982709,0.591188367,0.22827412
11088,XP_021468379.2,7.509784507,0.004336048,1.399680445,99,0.472698451,0.325415821
11089,XP_021468385.2,7.996912151,0.021075247,1.177405919,34.74861629,0.863636594,0.063668964
11090,XP_021468395.1,6.165529294,0.005528547,1.572695242,99,0.55016988,0.259503189
11091,XP_021468408.1,6.149894085,0.003964047,1.803560218,99,0.694957477,0.158041768
11092,XP_021468411.1,8.234074221,0.0080219,1.411138078,63.86917207,0.734446185,0.134040021
11093,XP_021468415.1,6.623037145,0.042989976,0.732531429,5.55278973,0.322680561,0.491227197
11094,XP_021468418.2,6.704445891,0.007773714,1.406987947,99,0.474884294,0.323412194
11095,XP_021468419.2,5.71738821,0.00970519,1.662673007,81.80837758,0.716443626,0.144817977
11096,XP_021468426.2,8.943961111,0.009902069,1.651917474,99,0.582448375,0.234742562
11097,XP_021468433.1,7.216390523,0.001739679,0.875838783,99,0.35942184,0.444395537
11098,XP_021468445.2,8.165388376,0.040382102,0.70827284,4.584349849,0.225241392,0.647351797
11099,XP_021468447.2,6.987766467,0.549521575,0.675138836,2.776026011,0.067545028,1.170406614
11100,XP_021468454.2,9.150564456,0.064081145,0.881891176,14.04718297,0.812612705,0.090116392
11101,XP_021468456.1,6.763277763,0.051123327,0.703906286,4.258800332,0.196947934,0.705648571
11102,XP_021468467.2,7.617239798,0.003519069,1.23074194,99,0.41960781,0.377156437
11103,XP_021468474.2,5.917009888,0.004621543,1.591631874,99,0.564434257,0.248386636
11104,XP_021468477.2,5.716899338,0.005301093,1.100434298,99,0.404446178,0.393139264
11105,XP_021468480.1,5.661596698,0.0220153,0.849290893,12.28145417,0.74552905,0.127535429
11106,XP_021468481.1,7.696428698,0.104958578,0.712860302,4.945529658,0.256366617,0.591138528
11107,XP_021468482.2,6.230061107,0.007052308,1.32398704,50.09811933,0.781669799,0.106976667
11108,XP_021468491.1,9.262167082,0.007211006,1.546807596,99,0.528090407,0.277291722
11109,XP_021468493.1,9.113498668,0.001816928,1.271949254,99,0.441880636,0.35469503
11110,XP_021468494.2,8.461563615,0.008482755,1.324237238,49.07170751,0.787181319,0.103925221
11111,XP_021468497.2,7.624968738,0.005305086,0.932556561,99,0.362504849,0.44068618
11112,XP_021468506.2,6.212091377,0.012930285,1.220827023,44.0441765,0.801138085,0.096292622
11113,XP_021468507.1,7.318087715,0.002709251,0.545335995,99,0.319357138,0.495723372
11114,XP_021468509.1,8.411262481,0.016981831,0.781280891,8.163400109,0.528773328,0.276730459
11115,XP_021468518.2,5.816292488,0.006090097,1.337646917,99,0.463762826,0.333704066
11116,XP_021468520.1,8.642391153,0.034910024,0.688474012,3.873702616,0.150423185,0.82268522
11117,XP_021468521.1,7.926068725,0.005256529,1.326730516,99,0.455376275,0.3416296
11118,XP_021468522.2,6.804155526,0.000831555,0.381813232,99,0.304946187,0.515776793
11119,XP_021468523.2,8.867976208,0.003283709,1.353901903,99,0.462085537,0.335277624
11120,XP_021468526.1,7.714107937,0.050302358,0.917703387,16.09133684,0.875272717,0.057856609
11121,XP_021468527.1,6.256555547,0.008512263,1.197814613,99,0.41261395,0.384456093
11122,XP_021468534.1,7.169082613,0.005172971,1.459644399,99,0.51173441,0.290955379
11123,XP_021468537.1,8.078914809,0.003634269,1.535191123,99,0.551509987,0.258446619
11124,XP_021468538.2,6.634609294,0.020639123,1.005755523,25.04518565,0.954493897,0.020226844
11125,XP_021468543.2,8.580030412,0.001487815,0.513891488,99,0.317212666,0.49864948
11126,XP_021468545.1,6.251861642,0.003055463,0.706595247,99,0.337505695,0.471718895
11127,XP_021468551.1,7.979381345,0.010735034,1.783808906,99,0.681985291,0.166224992
11128,XP_021468560.1,10.5762522,0.004668538,1.135376962,36.7164684,0.842001419,0.074687177
11129,XP_021468564.2,7.139421727,0.004396031,1.624473895,99,0.621621522,0.206473958
11130,XP_021468566.1,9.29957815,0.019848942,0.665871666,2.578849865,0.048514587,1.314127661
11131,XP_021468567.1,6.508965688,0.005028342,1.232550946,99,0.426368951,0.370214429
11132,XP_021468568.2,7.712674706,0.014759631,1.709488164,99,0.637085608,0.195802206
11133,XP_021468569.2,6.208121607,0.004577331,1.376709432,99,0.462351042,0.335028159
11134,XP_021468573.2,7.665564004,0.005821135,1.161990039,99,0.403611294,0.39403669
11135,XP_021468576.2,5.690060491,0.005616477,0.843988033,99,0.354271429,0.450663871
11136,XP_021468579.2,7.347408532,0.001334885,0.468855095,99,0.313836976,0.50329589
11137,XP_021468586.1,7.234616005,0.071444896,0.742130041,6.558204543,0.398896216,0.399140083
11138,XP_021468590.1,6.102814007,0.007216801,1.695814704,87.78140026,0.705804785,0.151315402
11139,XP_021468591.1,6.882434967,0.002922689,0.496198494,99,0.315148711,0.501484465
11140,XP_021468593.2,6.948665836,0.005661241,1.551228342,99,0.56665912,0.246678117
11141,XP_021468596.2,7.534335294,0.05869929,0.67273992,3.138339618,0.084825043,1.071475912
11142,XP_021468597.1,8.453695543,0.001506438,0.766703022,99,0.344231266,0.463149686
11143,XP_021468598.1,7.062934297,0.009142381,1.129140506,35.72511906,0.849444905,0.070864784
11144,XP_021468602.1,12.78950852,0.01990499,0.989385785,20.69778631,0.977324856,0.009961056
11145,XP_021468613.1,6.980670032,0.002894751,0.838867487,99,0.352910539,0.452335372
11146,XP_021468618.1,7.998904229,0.072991751,0.646639937,1.571817748,0.006250604,2.204078014
11147,XP_021468620.2,6.361595436,0.191281054,0.651194398,1.923427777,0.014775842,1.830447762
11148,XP_021468624.1,10.43443435,0.005320698,1.595345631,99,0.560048857,0.251774085
11149,XP_021468626.2,9.109430797,0.028883881,1.200820851,37.87562953,0.841140556,0.075131427
11150,XP_021468627.1,10.2302739,0.002130066,1.237533504,99,0.429559987,0.366976179
11151,XP_021468629.2,6.173910127,0.000616365,0.446889364,99,0.312531869,0.505105691
11152,XP_021468634.2,7.743200983,0.099283856,0.775684856,7.91402105,0.510743332,0.291797295
11153,XP_021468639.2,8.262992295,0.003149744,1.345455712,99,0.47883752,0.319811827
11154,XP_021468640.2,7.580103977,0.017603914,0.936873044,19.8856873,0.960414853,0.017541132
11155,XP_021468641.1,9.431670618,0.093742126,0.765977791,7.939040568,0.503738233,0.297795086
11156,XP_021468648.2,6.375389675,0.01651236,1.652909685,83.15670679,0.710981294,0.148141825
11157,XP_021468650.1,9.632235222,0.081516497,0.704226379,4.475898985,0.21238263,0.672881005
11158,XP_021468656.1,9.196896229,0.002974254,1.596738899,99,0.554318238,0.256240832
11159,XP_021468658.2,7.267719945,0.065177164,0.882405114,13.83990047,0.806653645,0.093312899
11160,XP_021468661.1,6.814232547,0.004224316,1.143844302,99,0.399599245,0.398375341
11161,XP_021468664.1,7.84396373,0.008328498,1.511248544,99,0.511331128,0.291297768
11162,XP_021468670.2,12.99565395,0.00192578,1.417321458,99,0.502218775,0.299107056
11163,XP_021468671.1,8.138395634,0.012107011,0.9449889,19.24808572,0.948251228,0.023076586
11164,XP_021468672.1,5.844353935,0.007464953,1.346463312,99,0.474824383,0.323466987
11165,XP_021468674.2,7.308899836,0.002956205,1.169784721,99,0.416265238,0.380629855
11166,XP_021468675.1,8.453236839,0.032095021,0.742146639,6.664360605,0.4056423,0.391856763
11167,XP_021468680.2,6.422991847,0.025397441,1.267280533,42.32947707,0.818784645,0.08683031
11168,XP_021468682.1,6.539047969,0.015972235,1.170577557,36.6537303,0.846808796,0.07221464
11169,XP_021468683.2,7.648585396,0.004895488,1.622288482,85.49374594,0.700343596,0.154688838
11170,XP_021468686.1,6.747223759,0.016819945,1.503552086,75.19791185,0.710851194,0.148221303
11171,XP_021468687.1,5.698431963,0.000980836,0.493158073,99,0.316576719,0.499521026
11172,XP_021468690.2,6.428680911,0.002115254,0.858663722,99,0.354583805,0.450281104
11173,XP_021468691.1,11.73253581,0.0080771,1.158183697,33.16683751,0.87542099,0.057783045
11174,XP_021468692.2,6.867959285,0.025495221,0.879556865,13.76598768,0.803637806,0.094939641
11175,XP_021468699.1,7.31441729,0.006640152,1.506033652,99,0.522913412,0.281570219
11176,XP_021468702.1,8.76662737,0.006493013,1.67988518,99,0.668159073,0.17512013
11177,XP_021468712.2,8.226876901,0.006507051,0.840348738,99,0.349689478,0.456317435
11178,XP_021468716.1,5.465723439,0.0028903,0.433510562,99,0.311903628,0.505979574
11179,XP_021468720.2,8.107796357,0.045417252,0.746501382,6.669410759,0.41048507,0.386702634
11180,XP_021468721.2,5.983454645,0.004931361,0.770797895,99,0.340392842,0.468019581
11181,XP_021468724.1,7.09606611,0.00217993,1.525335994,99,0.525402898,0.279507536
11182,XP_021468726.1,8.839983046,0.022089188,0.700255308,4.369097768,0.19973962,0.699535781
11183,XP_021468731.2,6.40350914,0.043340917,0.702787115,4.093859611,0.18423789,0.734621049
11184,XP_021468734.2,5.826424728,0.004939356,1.315172602,54.11914504,0.760546744,0.118874089
11185,XP_021468740.2,6.900238668,0.005716157,1.159058424,99,0.412713323,0.384351511
11186,XP_021468754.1,8.289312386,0.024777101,0.669452198,2.922870042,0.069218439,1.159778199
11187,XP_021468764.2,8.862380161,0.074391583,0.726886363,6.128347781,0.354538723,0.450336324
11188,XP_021468771.1,9.789871237,0.006496036,0.9966016,24.44508949,0.962707886,0.016505471
11189,XP_021468772.2,6.861337643,0.043959184,0.762639006,7.66626451,0.485490786,0.313819008
11190,XP_021468776.2,7.208124337,0.012527855,0.803409385,10.92688473,0.673703424,0.171531245
11191,XP_021468778.2,6.126573069,0.009210764,1.218907077,44.84331495,0.795731284,0.099233567
11192,XP_021468779.2,6.651819886,0.040915972,0.759221141,7.207392222,0.455811444,0.341214775
11193,XP_021468793.2,7.859076613,0.019574056,1.248259263,41.02395298,0.824832024,0.083634486
11194,XP_021468796.2,6.657704411,0.008664029,0.941226764,19.87815219,0.960458119,0.017521568
11195,XP_021468798.1,6.494336967,0.005379467,0.949071216,99,0.37311519,0.42815707
11196,XP_021468804.1,8.167152142,0.004929341,1.387739108,54.07447913,0.771847763,0.11246835
11197,XP_021468808.1,8.486305455,0.001122639,0.702173048,99,0.336312594,0.473256869
11198,XP_021468811.1,12.3791448,0.000489075,1.33210675,99,0.449955614,0.346830325
11199,XP_021468812.2,7.067260853,0.003762793,1.199035619,99,0.417129082,0.37972953
11200,XP_021468813.2,8.007067795,0.004232688,1.559532857,99,0.547837596,0.261348167
11201,XP_021468822.2,7.665558885,0.020942421,0.884195546,15.65011693,0.85803576,0.066494612
11202,XP_021468824.1,8.461529864,0.04766349,0.725787274,5.503136288,0.31094645,0.507314397
11203,XP_021468825.1,10.34572364,0.021672335,1.324985038,99,0.45303967,0.343863768
11204,XP_021468828.1,5.604149296,0.003466917,1.048661678,99,0.382842655,0.416979681
11205,XP_021468836.1,5.780809584,0.002878442,1.149043953,99,0.417155875,0.379701636
11206,XP_021468838.1,7.419090369,0.007430672,1.180170424,39.36569909,0.827235561,0.082370805
11207,XP_021468840.2,8.485719294,0.010856652,0.951705935,18.18855363,0.927138939,0.032855179
11208,XP_021468841.1,12.71387015,0.001830649,0.611596847,99,0.3272055,0.485179405
11209,XP_021468846.1,11.34163328,0.005339237,1.607367739,99,0.561743893,0.25046164
11210,XP_021468847.1,8.283815946,0.006526397,1.55721955,70.43125457,0.734191616,0.134190579
11211,XP_021468854.2,6.78519538,0.01554026,1.240458664,40.34415152,0.828453942,0.081731631
11212,XP_021468859.1,7.695509934,0.025198119,0.947607333,19.44542041,0.95230526,0.021223817
11213,XP_021468861.2,7.586671856,0.003313733,1.599657692,99,0.571694954,0.242835641
11214,XP_021468866.2,7.580704849,0.003649107,1.117806901,99,0.394316881,0.40415463
11215,XP_021468869.2,7.727933344,0.002547749,0.745482378,99,0.33792786,0.471176002
11216,XP_021468870.2,7.028590064,0.013707296,1.655551472,99,0.615957615,0.210449171
11217,XP_021468872.1,10.58769691,0.007057552,0.583498362,99,0.321569507,0.49272514
11218,XP_021468873.1,9.152449646,0.059698805,0.666321758,2.404570745,0.04133996,1.383629948
11219,XP_021468874.2,5.538252247,0.021900729,1.066779145,26.37676722,0.940045058,0.026851329
11220,XP_021468885.1,6.397473538,0.069264837,0.684703088,3.384092577,0.113625073,0.944525825
11221,XP_021468897.2,8.12053176,0.003342672,1.574147299,99,0.566956967,0.246449904
11222,XP_021468901.2,11.20676897,0.007447833,1.091731344,30.41515452,0.895415125,0.047975574
11223,XP_021468903.1,7.617338862,0.015967579,1.15140695,33.31899574,0.873221271,0.058875694
11224,XP_021468909.2,5.840135514,0.086677487,0.708509336,5.087872668,0.2610489,0.583278132
11225,XP_021468915.2,7.860265861,0.009336514,1.645653238,99,0.615451657,0.210806055
11226,XP_021468922.1,8.649556462,0.005013517,0.545925631,99,0.319067848,0.496116957
11227,XP_021468924.1,5.827121385,0.036914555,0.79857381,10.59833528,0.657186671,0.182311253
11228,XP_021468926.2,6.617715695,0.062968179,0.703782093,4.221232614,0.1942189,0.71170851
11229,XP_021468930.1,5.840019684,0.008406606,1.252788368,48.22316515,0.781250509,0.107209687
11230,XP_021468931.1,8.590590436,0.002070504,1.317333777,99,0.442875299,0.353718541
11231,XP_021468937.1,7.491992261,0.03000571,0.904315809,16.0597706,0.872194158,0.059386827
11232,XP_021468950.2,7.128290493,0.03705896,0.832119385,10.91095664,0.687276029,0.162868803
11233,XP_021468954.2,7.116672716,0.004518156,1.188839208,99,0.418754942,0.378040055
11234,XP_021468955.2,6.490551972,0.016332572,0.865428031,13.47222412,0.79040181,0.102152074
11235,XP_021468958.2,6.366770003,0.007964621,1.232549093,99,0.423093644,0.373563499
11236,XP_021468962.2,5.892246466,0.00288647,1.216889763,99,0.418541161,0.378261825
11237,XP_021468967.1,6.692483575,0.02741566,0.866798413,14.87947551,0.833189688,0.079256114
11238,XP_021468968.1,7.413870884,0.082385599,0.719589823,5.246782823,0.285754772,0.544006508
11239,XP_021468970.2,6.479976242,0.002580538,0.396139735,99,0.306580386,0.513455633
11240,XP_021468972.1,8.376464568,0.014225977,1.256376618,45.16533188,0.799294627,0.097293106
11241,XP_021468994.2,5.754230539,0.00366165,0.755042937,99,0.339683689,0.468925307
11242,XP_021468998.1,8.91555485,0.049936884,0.986324339,22.26078374,0.996229017,0.001640813
11243,XP_021469007.2,6.31235004,0.058192923,0.823028312,11.54242124,0.707744344,0.150123593
11244,XP_021469019.1,7.306992531,0.005795781,1.374882135,99,0.486682651,0.312754135
11245,XP_021469023.2,7.634180861,0.005177907,0.689670168,99,0.335359371,0.474489554
11246,XP_021469024.2,8.695355677,0.004737061,1.435363346,99,0.482548349,0.316459166
11247,XP_021469025.1,5.475385592,0.010283751,0.534380717,99,0.318798324,0.49648397
11248,XP_021469026.1,6.364988985,0.021629162,0.953281657,18.39760385,0.931610059,0.030765831
11249,XP_021469027.1,7.281623334,0.006048416,1.235838177,43.4169885,0.807210731,0.093013073
11250,XP_021469028.2,8.827186301,0.012981047,0.696978676,4.204140409,0.183994227,0.735195803
11251,XP_021469043.1,8.031334726,0.002316966,0.885912675,99,0.357695292,0.446486776
